"id","paper_id","title","url","abstract","topic"
"75","2721796.2721857","A multi-cast communication scheme using weak electrical current for intra-body networks","http://dl.acm.org/citation.cfm?id=2721796.2721857","Implantable medical devices have paved the way for realizing intra-body networks (IBNs) that are capable of communicating information from within the body. Traditional forms of RF-based based communication face drawbacks in terms of high absorption within tissues and can potentially result in security and privacy issues, owing to the omnidirectional radiation. Instead, we propose the use of weak electrical current as a means of intra-body communication for implants within the human body and to a relay and gateway node located on the surface of the skin that facilitates remote patient monitoring. The main contributions of this paper are: (i) signal reflection and refraction analysis of electromagnetic waves through human tissue boundaries, and (ii) the design of a combined multi-hop and multi-cast communication scheme for communication between implants. Our results reveal that a multi-cast communication scheme can be achieved for IBNs with the appropriate selection of transmission parameters.","network"
"76","1163928.1163935","Deployment and management of component-based services in active networks","http://dl.acm.org/citation.cfm?id=1163928.1163935","This paper describes an integrated architecture for deployment and management of component-based services on heterogeneous programmable and active network nodes. The approach allows for flexible handling of active services on a fine-grained level thanks to the full component orientation and the application of mature concepts commonly used in enterprise software systems. The main features of the proposed solution are: a hierarchical component service model, two-tiered service deployment architecture with separated network-level and node-level deployment requirement resolution engines, out-of-band node-level-controlled code distribution on demand, as well as deployment and management support for heterogeneous multi-plane distributed active services. The architecture has been implemented and experimentally evaluated within the FAIN project.","network"
"77","1127777.1127823","A linear programming approach to NLOS error mitigation in sensor networks","http://dl.acm.org/citation.cfm?id=1127777.1127823","In this paper, we propose a linear programming approach to the problem of non-line-of-sight (NLOS) error mitigation in sensor networks. The locations of sensor nodes can be estimated using range or distance estimates from location-aware 'anchor' nodes. In the absence of line-of-sight (LOS) between the sensor and anchor nodes, e.g., in indoor networks, the NLOS range estimates can be severely biased. If these biased range estimates are directly incorporated into practical location estimators such as the Least-Squares (LS) estimator without the mitigation of these bias errors, this can potentially lead to degradation in the accuracy of sensor location estimates. On the other hand, discarding the biased range estimates may not be a viable option, since the number of range estimates available may be limited. We present a novel NLOS bias mitigation scheme, based on linear programming, that (i) allows us to incorporate NLOS range information into sensor location-estimation, but (ii) does not allow NLOS bias errors to degrade sensor localization accuracy.","network"
"78","1066409.1066411","An engineering approach to dynamic prediction of network performance from application logs","http://dl.acm.org/citation.cfm?id=1066409.1066411","Network measurement traces contain information regarding network behavior over the period of observation. Research carried out from different contexts shows predictions of network behavior can be made depending on network past history. Existing works on network performance prediction use a complicated stochastic modeling approach that extrapolates past data to yield a rough estimate of long-term future network performance. However, prediction of network performance in the immediate future is still an unresolved problem. In this paper, we address network performance prediction as an engineering problem. The main contribution of this paper is to predict network performance dynamically for the immediate future. Our proposal also considers the practical implication of prediction. Therefore, instead of following the conventional approach to predict one single value, we predict a range within which network performance may lie. This range is bounded by our two newly proposed indices, namely, Optimistic Network Performance Index (ONPI) and Robust Network Performance Index (RNPI). Experiments carried out using one-year-long traffic traces between several pairs of real-life networks validate the usefulness of our model.","network"
"79","1460933.1461120","A user-centric and context-aware solution to interface management and access network selection in heterogeneous wireless environments","http://dl.acm.org/citation.cfm?id=1460933.1461120","This paper investigates issues related to handover management of mobile terminals in heterogeneous wireless environments. The mobile terminals are equipped with multiple wireless radio interfaces and have a limited lifetime battery. Seamless mobility and power utilization efficiency become two important aspects of the handover management. We propose in this work user-centric network selection, power-saving interface management and adaptive handover initiation solutions at the terminal side to support seamless terminal-initiated and terminal-controlled vertical handover. The proposed access network selection is situation-aware and application-aware to suit different communication contexts. It enables terminals to select the most suitable access network according to various access network characteristics. Multiple wireless interfaces of a terminal device are handled in both idle and active communication modes to optimize the power consumption. We also address an adaptive handover initiation scheme to assist the service continuity. We conduct simulations and analyses of the proposed solutions to show their suitability and their efficiency.","network"
"80","1498915.1498921","Trail: A distance-sensitive sensor network service for distributed object tracking","http://dl.acm.org/citation.cfm?id=1498915.1498921","Distributed observation and control of mobile objects via static wireless sensors demands timely information in a distance-sensitive manner: Information about closer objects is required more often and more quickly than that of farther objects. In this article, we present a wireless sensor network protocol, Trail, that supports distance-sensitive tracking of mobile objects for in-network subscribers upon demand. Trail achieves a find time that is linear in the distance from a subscriber to an object, via a distributed data structure that is updated only locally when the object moves. Notably, Trail does not partition the network into a hierarchy of clusters and clusterheads, and as a result Trail has lower maintenance costs, is more locally fault tolerant, and it better utilizes the network in terms of load balancing and minimizing the size of the data structure needed for tracking. Moreover, Trail is reliable and energy efficient, despite the network dynamics that are typical of wireless sensor networks. Trail can be refined by tuning certain parameters, thereby yielding a family of protocols that are suited for different application settings such as rate of queries, rate of updates, and network size. We evaluate the performance of Trail by analysis, simulations in a 90  90 sensor network, and experiments on 105 Mica2 nodes in the context of a pursuer-evader control application.","network"
"870","2403646.2403716","Study on data preprocessing for daylight climate data","http://dl.acm.org/citation.cfm?id=2403646.2403716","It is well konwn that the real-world data tend to exist many data quality problems such as incompleteness and nosiy data. Data preprocessing technology can improve data quality effectively and provide more reliable data for the next step. A data preprocessing approach for daylight climate data is presented in this paper according to the characteristics of this data. Then this approach is applied to the real-world data and the experimental results show that the approach can enhance the data quality effectively. Besides, the integration of the domain knowledge into data preprocessing is emphasized in this paper in order to make data preprocessing more effective and more targeted.","preprocessing data"
"871","2622687.2623065","Data preprocessing for anomaly based network intrusion detection: A review","http://dl.acm.org/citation.cfm?id=2622687.2623065","Data preprocessing is widely recognized as an important stage in anomaly detection. This paper reviews the data preprocessing techniques used by anomaly-based network intrusion detection systems (NIDS), concentrating on which aspects of the network traffic are analyzed, and what feature construction and selection methods have been used. Motivation for the paper comes from the large impact data preprocessing has on the accuracy and capability of anomaly-based NIDS. The review finds that many NIDS limit their view of network traffic to the TCP/IP packet headers. Time-based statistics can be derived from these headers to detect network scans, network worm behavior, and denial of service attacks. A number of other NIDS perform deeper inspection of request packets to detect attacks against network services and network applications. More recent approaches analyze full service responses to detect attacks targeting clients. The review covers a wide range of NIDS, highlighting which classes of attack are detectable by each of these approaches. Data preprocessing is found to predominantly rely on expert domain knowledge for identifying the most relevant parts of network traffic and for constructing the initial candidate set of traffic features. On the other hand, automated methods have been widely used for feature extraction to reduce data dimensionality, and feature selection to find the most relevant subset of features from this candidate set. The review shows a trend toward deeper packet inspection to construct more relevant features through targeted content parsing. These context sensitive features are required to detect current attacks.","preprocessing data"
"872","1929344.1929444","The high-activity parallel implementation of data preprocessing based on MapReduce","http://dl.acm.org/citation.cfm?id=1929344.1929444","Data preprocessing is an important and basic technique for data mining and machine learning. Due to the dramatic increasing of information, traditional data preprocessing techniques are time-consuming and not fit for processing mass data. In order to tackle this problem, we present parallel data preprocessing techniques based on MapReduce which is a programming model to implement parallelization easily. This paper gives the implementation details of the techniques including data integration, data cleaning, data normalization and so on. The proposed parallel techniques can deal with large-scale data (up to terabytes) efficiently. Our experimental results show considerable speedup performances with an increasing number of processors.","preprocessing data"
"873","1768306.1768328","A model PM for preprocessing and data mining proper process","http://dl.acm.org/citation.cfm?id=1768306.1768328","Data Mining, as defined in 1996 by Piatetsky-Shapiro ([1]) is a step (crucial, but a step nevertheless) in a KDD (Knowledge Discovery in Data Bases) process. The Piatetsky-Shapiro's definition states that the KDD process consists of the following steps: developing an understanding of the application domain, creating a target data set, choosing the data mining task i.e. deciding whether the goal of the KDD process is classification, regression, clustering, etc..., choosing the data mining algorithm(s), data preprocessing, data mining (DM), interpreting mined patterns, deciding if a re-iteration is needed, and consolidating discovered knowledge.","preprocessing data"
"874","2099994.2100018","On the preprocessing of mass spectrometry proteomics data","http://dl.acm.org/citation.cfm?id=2099994.2100018","Mass-Spectrometry (MS) based biological analysis is a powerful approach for discovering novel biomarkers or identifying patterns and associations in biological samples. Each value of a spectrum is composed of two measurements, m/Z (mass to charge ratio) and intensity. Even if data produced by mass spectrometers contains potentially huge amount of information, data are often affected by errors and noise due to sample preparation and instrument approximation. Preprocessing consists of (possibly) eliminating noise from spectra and identifying significant values (peaks). Preprocessing techniques need to be applied before performing analysis: cleaned spectra may then be analyzed by using data mining techniques or can be compared with known spectra in databases. This paper surveys different techniques for spectra preprocessing, working either on a single spectrum, or on an entire data set. We analyze preprocessing techniques aiming to correct intensity and m/Z values in order to: (i) reduce noise, (ii) reduce amount of data, and (iii) make spectra comparable.","preprocessing data"
"875","2639267.2639269","Data Preprocessing and Intelligent Data Analysis","http://dl.acm.org/citation.cfm?id=2639267.2639269","This paper first provides an overview of data preprocessing, focusing on problems of real world data. These are primarily problems that have to be carefully understood and solved before any data analysis process can start. The paper discusses in detail two main reasons for performing data preprocessing: i problems with the data and ii preparation for data analysis. The paper continues with details of data preprocessing techniques achieving each of the above mentioned objectives. A total of 14 techniques are discussed. Two examples of data preprocessing applications from two of the most data rich domains are given at the end. The applications are related to semiconductor manufacturing and aerospace domains where large amounts of data are available, and they are fairly reliable. Future directions and some challenges are discussed at the end.","preprocessing data"
"876","2613615","Biological Knowledge Discovery Handbook: Preprocessing, Mining and Postprocessing of Biological Data, 1st edition","http://dl.acm.org/citation.cfm?id=2613615","The first comprehensive overview of preprocessing, mining, and postprocessing of biological dataMolecular biology is undergoing exponential growth in both the volume and complexity of biological dataand knowledge discovery offers the capacity to automate complex search and data analysis tasks. This book presents a vast overview of the most recent developments on techniques and approaches in the field of biological knowledge discovery and data mining (KDD)providing in-depth fundamental and technical field information on the most important topics encountered.Written by top experts, Biological Knowledge Discovery Handbook: Preprocessing, Mining, and Postprocessing of Biological Data covers the three main phases of knowledge discovery (data preprocessing, data processingalso known as data miningand data postprocessing) and analyzes both verification systems and discovery systems.BIOLOGICAL DATA PREPROCESSINGPart A: Biological Data ManagementPart B: Biological Data ModelingPart C: Biological Feature ExtractionPart D Biological Feature SelectionBIOLOGICAL DATA MININGPart E: Regression Analysis of Biological DataPart F Biological Data ClusteringPart G: Biological Data ClassificationPart H: Association Rules Learning from Biological DataPart I: Text Mining and Application to Biological DataPart J: High-Performance Computing for Biological Data MiningCombining sound theory with practical applications in molecular biology, Biological Knowledge Discovery Handbook is ideal for courses in bioinformatics and biological KDD as well as for practitioners and professional researchers in computer science, life science, and mathematics.","preprocessing data"
"877","2010989.2010998","Data set preprocessing and transformation in a database system","http://dl.acm.org/citation.cfm?id=2010989.2010998","In general, there is a significant amount of data mining analysis performed outside a database system, which creates many data management issues. This article presents a summary of our experience and recommendations to compute data set preprocessing and transformation inside a database system (i.e. data cleaning, record selection, summarization, denormalization, variable creation, coding), which is the most time-consuming task in data mining projects. This aspect is largely ignored in the literature. We present practical issues, common solutions and lessons learned when preparing and transforming data sets with the SQL language, based on experience from real-life projects. We then provide specific guidelines to translate programs written in a traditional programming language into SQL statements. Based on successful real-life projects, we present time performance comparisons between SQL code running inside the database system and external data mining programs. We highlight which steps in data mining projects become faster when processed by the database system. More importantly, we identify advantages and disadvantages from a practical standpoint based on data mining users feedback.","preprocessing data"
"878","2081989.2082018","OntoDataClean: ontology-based integration and preprocessing of distributed data","http://dl.acm.org/citation.cfm?id=2081989.2082018","Within the knowledge discovery in databases (KDD) process, previous phases to data mining consume most of the time spent analysing data. Few research efforts have been carried out in theses steps compared to data mining, suggesting that new approaches and tools are needed to support the preparation of data. As regards, we present in this paper a new methodology of ontology-based KDD adopting a federated approach to database integration and retrieval. Within this model, an ontology-based system called OntoDataClean has been developed dealing with instance-level integration and data preprocessing. Within the OntoDataClean development, a preprocessing ontology was built to store the information about the required transformations. Various biomedical experiments were carried out, showing that data have been correctly transformed using the preprocessing ontology. Although OntoDataClean does not cover every possible data transformation, it suggests that ontologies are a suitable mechanism to improve quality in the various steps of KDD processes.","preprocessing data"
"879","2536360.2536368","Making queries tractable on big data with preprocessing: through the eyes of complexity theory","http://dl.acm.org/citation.cfm?id=2536360.2536368","A query class is traditionally considered tractable if there exists a polynomial-time (PTIME) algorithm to answer its queries. When it comes to big data, however, PTIME algorithms often become infeasible in practice. A traditional and effective approach to coping with this is to preprocess data off-line, so that queries in the class can be subsequently evaluated on the data efficiently. This paper aims to provide a formal foundation for this approach in terms of computational complexity. (1) We propose a set of -tractable queries, denoted by TQ0, to characterize classes of queries that can be answered in parallel poly-logarithmic time (NC) after PTIME preprocessing. (2) We show that several natural query classes are -tractable and are feasible on big data. (3) We also study a set TQ of query classes that can be effectively converted to -tractable queries by refactorizing its data and queries for preprocessing. We introduce a form of NC reductions to characterize such conversions. (4) We show that a natural query class is complete for TQ. (5) We also show that TQ0  P unless P = NC, i.e., the set TQ0 of all -tractable queries is properly contained in the set P of all PTIME queries. Nonetheless, TQ = P, i.e., all PTIME query classes can be made -tractable via proper refactorizations. This work is a step towards understanding the tractability of queries in the context of big data.","preprocessing data"
"880","1785934.1785998","Creation, population and preprocessing of experimental data sets for evaluation of applications for the semantic web","http://dl.acm.org/citation.cfm?id=1785934.1785998","In this paper we describe the process of experimental ontology data set creation. Such a semantically enhanced data set is needed in experimental evaluation of applications for the Semantic Web. Our research focuses on various levels of the process of data set creation - data acquisition using wrappers, data preprocessing on the ontology instance level and adjustment of the ontology according to the nature of the evaluation step. Web application aimed at clustering of ontology instances is utilized in the process of experimental evaluation, serving both as an example of an application and visual presentation of the experimental data set to the user.","preprocessing data"
"881","1992796.2043356","Desktop software for patch-clamp raw binary data conversion and preprocessing","http://dl.acm.org/citation.cfm?id=1992796.2043356","Since raw data recorded by patch-clamp systems are always stored in binary format, electrophysiologists may experience difficulties with patch clamp data preprocessing especially when they want to analyze by custom-designed algorithms. In this study, we present desktop software, called PCD Reader, which could be an effective and convenient solution for patch clamp data preprocessing for daily laboratory use. We designed a novel class module, called clsPulseData, to directly read the raw data along with the parameters recorded from HEKA instruments without any other program support. By a graphical user interface, raw binary data files can be converted into several kinds of ASCII text files for further analysis, with several preprocessing options. And the parameters can also be viewed, modified and exported into ASCII files by a user-friendly Explorer style window. The real-time data loading technique and optimized memory management programming makes PCDReader a fast and efficient tool. The compiled software along with the source code of the clsPulseData class module is freely available to academic and nonprofit users.","preprocessing data"
"882","1413814.1413820","Preprocessing enhancements to improve data mining algorithms","http://dl.acm.org/citation.cfm?id=1413814.1413820","Preprocessing is often required before using clustering or other data mining algorithms to analyse multivariate data sets. The approaches discussed in this paper are enhanced implementations of a preprocess that utilises an algorithm to cluster points in a data set based upon each attribute independently, resulting in additional information about the data points with respect to each of its dimensions. Noise, data boundaries, and likely representatives of data subsets can be more easily identified, thus significantly improving the performance of subsequent clustering or data mining algorithms by combining this additional information across all dimensions and querying the results.","preprocessing data"
"883","1707618.1707647","On preprocessing data for financial credit risk evaluation","http://dl.acm.org/citation.cfm?id=1707618.1707647","Financial credit-risk evaluation is among a class of problems known to be semi-structured, where not all variables that are used for decision-making are either known or captured without error. Machine learning has been successfully used for credit-evaluation decisions. However, blindly applying machine learning methods to financial credit risk evaluation data with minimal knowledge of data may not always lead to expected results. We present and evaluate some data and methodological considerations that are taken into account when using machine learning methods for these decisions. Specifically, we consider the effects of preprocessing of credit-risk evaluation data used as input for machine learning methods.","preprocessing data"
"884","2130744.2130767","Data preprocessing and kappa coefficient","http://dl.acm.org/citation.cfm?id=2130744.2130767","Data preprocessing is an essential step of the KDD process. It makes it possible to extract useful information from data. We propose two coefficients which respectively study the informational contribution of initial data in supervised learning and the intrinsic structure of initial data in not supervised one. These coefficients are based on Kappa coefficient. The confrontation of these two coefficients enables us to determine if feature construction is useful. We can present a system allowing the optimization of preprocessing step : feature selection is applied in all cases; then the two coefficients are calculated for the selected features. With the comparison of the two coefficients, we can decide the importance of feature construction.","preprocessing data"
"885","1248823.1249128","Active User-Based and Ontology-Based Web Log Data Preprocessing for Web Usage Mining","http://dl.acm.org/citation.cfm?id=1248823.1249128","User identification and session identification are two major steps in preprocessing web log data for web usage mining. This paper introduces a fast active user-based user identification algorithm with time complexity O(n). The algorithm uses both an IP address and a finite users' inactive time to identify different users in the web log. Website ontology is useful for identifying website structure and break points for browsing behavior. For session identification, we present an ontology-based method that utilizes the website structure and functionalities to identify different sessions.","preprocessing data"
"886","2704574.2705387","Data Preprocessing Method Based on User Characteristic of Interests for Web Log Mining","http://dl.acm.org/citation.cfm?id=2704574.2705387","Web log mining is the most important method in Web data mining, and data preprocessing is the primary work. In order to find more value access mode and reduce the data size from the Web, find the data of users and even between users, this paper puts forward a method of Web log data preprocessing based on user characteristic of interests, and then put forward some concepts such as user interest, user interest similarity. Finally, after some experiments, we can show the superiority and recommended value of this new method.","preprocessing data"
"887","1083820.1083965","A Data Envelopment Analysis-Based Approach for Data Preprocessing","http://dl.acm.org/citation.cfm?id=1083820.1083965","In this paper, we show how the data envelopment analysis (DEA) model might be useful to screen training data so a subset of examples that satisfy monotonicity property can be identified. Using real-world health care and software engineering data, managerial monotonicity assumption, and artificial neural network (ANN) as a forecasting model, we illustrate that DEA-based data screening of training data improves forecasting accuracy of an ANN.","preprocessing data"
"888","977242.977299","Advanced Data Preprocessing for Intersites Web Usage Mining","http://dl.acm.org/citation.cfm?id=977242.977299","In recent years, Web usage mining has emerged as a new field of data mining and gained increasing attention from both the business and research communities. A particular area of importance is data preprocessing for Intersites WUM. The proposed methodology for this process has two main objectives. The first is to use classical preprocessing (data fusion, data cleaning, and data structuration) to significantly reduce, but in a relevant manner, the size of the Web servers' log files. The second is to use advanced data preprocessing, which employs an extra step called data summarization to increase the quality of data obtained after classical preprocessing. To validate this methodology's efficiency, an experiment joined and analyzed log files from four related servers.","preprocessing data"
"889","1943774.1943997","Data mining and preprocessing application on component reports of an airline company in Turkey","http://dl.acm.org/citation.cfm?id=1943774.1943997","Risk and safety have always been important considerations in aviation. With the rapid growth in air travel, flight delays, cancellations and incidents/accidents have also dramatically increased in recent years (Nazeri & Jianping, 2002). There is a large amount of knowledge and data accumulation in aviation industry. These data could be stored in the form of pilot reports, maintenance reports, incident reports or delay reports. This paper focuses on different preprocessing and feature selection techniques applied on the 15 component reports of an airline company in Turkey to understand and clean the data set. Regression analysis, anomaly detection analysis, find dependencies and rough sets are used in this study in order to reduce the data set. Also the classification techniques of data mining are used to predict the warning level of the component as the class attribute. For this purpose Polyanalyst, SPSS Clementine, Minitab and Rosetta software tools are used. Find laws module of Polyanalyst is used to find the relations and information retrieval about the components warning level.","preprocessing data"
